,input,choice,label,demographic,year
475,Trust: People you know personally (B),do not trust at all,600,female,2020
476,Trust: People you know personally (B),trust completely,644,male,2021
477,Trust: People you know personally (B),trust somewhat,1605,male,2021
478,Trust: People you know personally (B),do not trust very much,719,male,2021
479,Trust: People you know personally (B),do not trust at all,162,male,2021
480,Trust: People you know personally (B),trust completely,787,female,2021
481,Trust: People you know personally (B),trust somewhat,2200,female,2021
482,Trust: People you know personally (B),do not trust very much,878,female,2021
483,Trust: People you know personally (B),do not trust at all,216,female,2021
484,Trust: People you know personally (B),trust completely,771,male,2022
485,Trust: People you know personally (B),trust somewhat,689,male,2022
486,Trust: People you know personally (B),do not trust very much,81,male,2022
487,Trust: People you know personally (B),do not trust at all,16,male,2022
488,Trust: People you know personally (B),trust completely,866,female,2022
489,Trust: People you know personally (B),trust somewhat,660,female,2022
490,Trust: People you know personally (B),do not trust very much,100,female,2022
491,Trust: People you know personally (B),do not trust at all,34,female,2022
492,Competition good or harmful,Competition is good,3987,male,2017
493,Competition good or harmful,Competition is good,2327,male,2017
494,Competition good or harmful,Competition is good,2853,male,2017
495,Competition good or harmful,Competition is good,1808,male,2017
496,Competition good or harmful,Competition is good,2526,male,2017
497,Competition good or harmful,Competition is harmful,948,male,2017
498,Competition good or harmful,Competition is harmful,722,male,2017
499,Competition good or harmful,Competition is harmful,573,male,2017
500,Competition good or harmful,Competition is harmful,277,male,2017
501,Competition good or harmful,Competition is harmful,509,male,2017
502,Competition good or harmful,Competition is good,3669,female,2017
503,Competition good or harmful,Competition is good,2021,female,2017
504,Competition good or harmful,Competition is good,3001,female,2017
505,Competition good or harmful,Competition is good,2342,female,2017
506,Competition good or harmful,Competition is good,3804,female,2017
507,Competition good or harmful,Competition is harmful,1384,female,2017
508,Competition good or harmful,Competition is harmful,1023,female,2017
509,Competition good or harmful,Competition is harmful,713,female,2017
510,Competition good or harmful,Competition is harmful,356,female,2017
511,Competition good or harmful,Competition is harmful,665,female,2017
512,Competition good or harmful,Competition is good,8530,male,2018
513,Competition good or harmful,Competition is good,3283,male,2018
514,Competition good or harmful,Competition is good,3717,male,2018
515,Competition good or harmful,Competition is good,2918,male,2018
516,Competition good or harmful,Competition is good,4525,male,2018
517,Competition good or harmful,Competition is harmful,1822,male,2018
518,Competition good or harmful,Competition is harmful,1469,male,2018
519,Competition good or harmful,Competition is harmful,1301,male,2018
520,Competition good or harmful,Competition is harmful,682,male,2018
521,Competition good or harmful,Competition is harmful,1398,male,2018
522,Competition good or harmful,Competition is good,8774,female,2018
523,Competition good or harmful,Competition is good,3314,female,2018
524,Competition good or harmful,Competition is good,4126,female,2018
525,Competition good or harmful,Competition is good,3533,female,2018
526,Competition good or harmful,Competition is good,5822,female,2018
527,Competition good or harmful,Competition is harmful,2456,female,2018
528,Competition good or harmful,Competition is harmful,1761,female,2018
529,Competition good or harmful,Competition is harmful,1610,female,2018
530,Competition good or harmful,Competition is harmful,882,female,2018
531,Competition good or harmful,Competition is harmful,2022,female,2018
532,Competition good or harmful,Competition is good,1514,male,2019
533,Competition good or harmful,Competition is good,445,male,2019
534,Competition good or harmful,Competition is good,639,male,2019
535,Competition good or harmful,Competition is good,531,male,2019
536,Competition good or harmful,Competition is good,801,male,2019
537,Competition good or harmful,Competition is harmful,353,male,2019
538,Competition good or harmful,Competition is harmful,245,male,2019
539,Competition good or harmful,Competition is harmful,158,male,2019
540,Competition good or harmful,Competition is harmful,70,male,2019
541,Competition good or harmful,Competition is harmful,222,male,2019
542,Competition good or harmful,Competition is good,1469,female,2019
543,Competition good or harmful,Competition is good,440,female,2019
544,Competition good or harmful,Competition is good,646,female,2019
545,Competition good or harmful,Competition is good,605,female,2019
546,Competition good or harmful,Competition is good,1136,female,2019
547,Competition good or harmful,Competition is harmful,432,female,2019
548,Competition good or harmful,Competition is harmful,307,female,2019
549,Competition good or harmful,Competition is harmful,196,female,2019
550,Competition good or harmful,Competition is harmful,89,female,2019
551,Competition good or harmful,Competition is harmful,264,female,2019
552,Competition good or harmful,Competition is good,3336,male,2020
553,Competition good or harmful,Competition is good,1175,male,2020
554,Competition good or harmful,Competition is good,1300,male,2020
555,Competition good or harmful,Competition is good,962,male,2020
556,Competition good or harmful,Competition is good,1621,male,2020
557,Competition good or harmful,Competition is harmful,701,male,2020
558,Competition good or harmful,Competition is harmful,534,male,2020
559,Competition good or harmful,Competition is harmful,462,male,2020
560,Competition good or harmful,Competition is harmful,263,male,2020
561,Competition good or harmful,Competition is harmful,727,male,2020
562,Competition good or harmful,Competition is good,3076,female,2020
563,Competition good or harmful,Competition is good,1082,female,2020
564,Competition good or harmful,Competition is good,1439,female,2020
565,Competition good or harmful,Competition is good,1225,female,2020
566,Competition good or harmful,Competition is good,2262,female,2020
567,Competition good or harmful,Competition is harmful,942,female,2020
568,Competition good or harmful,Competition is harmful,677,female,2020
569,Competition good or harmful,Competition is harmful,559,female,2020
570,Competition good or harmful,Competition is harmful,308,female,2020
571,Competition good or harmful,Competition is harmful,1006,female,2020
572,Competition good or harmful,Competition is good,1089,male,2021
573,Competition good or harmful,Competition is good,314,male,2021
574,Competition good or harmful,Competition is good,287,male,2021
575,Competition good or harmful,Competition is good,268,male,2021
576,Competition good or harmful,Competition is good,481,male,2021
577,Competition good or harmful,Competition is harmful,192,male,2021
578,Competition good or harmful,Competition is harmful,147,male,2021
579,Competition good or harmful,Competition is harmful,108,male,2021
580,Competition good or harmful,Competition is harmful,92,male,2021
581,Competition good or harmful,Competition is harmful,140,male,2021
582,Competition good or harmful,Competition is good,1318,female,2021
583,Competition good or harmful,Competition is good,334,female,2021
584,Competition good or harmful,Competition is good,376,female,2021
585,Competition good or harmful,Competition is good,334,female,2021
586,Competition good or harmful,Competition is good,662,female,2021
587,Competition good or harmful,Competition is harmful,265,female,2021
588,Competition good or harmful,Competition is harmful,188,female,2021
589,Competition good or harmful,Competition is harmful,148,female,2021
590,Competition good or harmful,Competition is harmful,108,female,2021
591,Competition good or harmful,Competition is harmful,322,female,2021
592,Competition good or harmful,Competition is good,292,male,2022
593,Competition good or harmful,Competition is good,161,male,2022
594,Competition good or harmful,Competition is good,204,male,2022
595,Competition good or harmful,Competition is good,193,male,2022
596,Competition good or harmful,Competition is good,247,male,2022
597,Competition good or harmful,Competition is harmful,106,male,2022
598,Competition good or harmful,Competition is harmful,102,male,2022
599,Competition good or harmful,Competition is harmful,49,male,2022
